project_id,tag,Reasoning,title,description,project_url,operating_unit,budget,expense,budget_breakdown,our_focus,signature_solutions,sdg,sdg_names,focus_area,focus_area_descr,markers,start_date,end_date
00114026,none,"The project title and description do not mention any aspects related to water management, water ecosystems, or water infrastructure.",DeforestationFree Commodities PRODOC,DeforestationFree Commodities PRODOC,https://open.undp.org/projects/00114026,Peru,3204342.0,321323.0,"Budget by year: 2025: $1,218,169.00; 2024: $1,248,279.00; 2023: $737,894.00. SDG 13 (Climate action) budget: 2023: $245,940.07; 2024: $416,051.39; 2025: $406,015.73. SDG 8 (Decent work and economic growth) budget: 2023: $245,940.07; 2024: $416,051.39; 2025: $406,015.73. SDG 12 (Responsible consumption and production) budget: 2023: $246,013.86; 2024: $416,176.22; 2025: $406,137.54. ",,,"13, 8, 12","Climate action, Decent work and economic growth, Responsible consumption and production",21,"Structural transformation, including green, inclusive and digital transitions","Hows: Capacity Development / Technical Assistance, Innovative Approaches, Policy Advice; Partner: Donor government, Multilaterals (Vertical Funds, EU), National government, Sub-national government; Whos: People living in multi-dimensional poverty, People living in rural areas; Digital: Output significantly enabled through digital technology; OECD DAC Sector: 310 - Agriculture, Forestry, Fishing",2023-01-01,2028-12-31
01000888,none,"The project is focused on enhancing legal education and professional development for women in the justice sector in Tajikistan, with no connection to water-related issues.",PIP:Supporting Women's Legal Education in Tajikistan,"To address the under-representation of women in the justice sector, the project will enhance the capacity of law faculties in Tajikistan to support the professional development of young women law students. This will be accomplished by1) providing training modules in international best practices on key legal skills including digital skills, 2) providing professional mentorship and coaching in overcoming social barriers and introducing students to national and international women jurists, and 3) equipping law students with technological tools and legal publications to increase their competitiveness in the legal marketplace. The project will work directly towards SDG 16 and SDG 5. Drawing on UNDP’s long-standing rule of law capacity development work with the Ministry of Justice, Supreme Court and civil society organizations as well as gender equality initiatives, this project will contribute to making the justice sector more accessible to women and more representative of the population.",https://open.undp.org/projects/01000888,Tajikistan,402300.0,377257.0,"Budget by year: 2025: $0.00; 2024: $222,000.00; 2023: $180,300.00. SDG 5 (Gender equality) budget: 2023: $180,300.00; 2024: $222,000.00; 2025: $0.00. ",,,5,Gender equality,23,Building resilience,OECD DAC Sector: 150 - Government & Civil Society,2023-05-02,2024-12-31
01000775,none,"The project focuses on enhancing transparency and accountability in the recovery and reconstruction process in Ukraine, without any specific mention of water-related aspects.",Enhancing Transparency and Accountability of the Recovery and Reconstruction Process in Ukraine,"The project will provide necessary support to the Government to enhance the transparency andaccountability of the recovery and reconstruction process in Ukraine, with focus on ensuring thatthe recovery process is efficient, effective, and sustainable.",https://open.undp.org/projects/01000775,Ukraine,150000.0,144821.0,"Budget by year: 2023: $150,000.00. SDG 16 (Peace, justice, and strong institutions) budget: 2023: $150,000.00. ",,,16,"Peace, justice, and strong institutions",21,"Structural transformation, including green, inclusive and digital transitions",Hows: Capacity Development / Technical Assistance; Whos: Women; Digital: Output partially enabled through digital technology; OECD DAC Sector: 150 - Government & Civil Society,2023-05-18,2025-01-31
01000334,none,"This project focuses on improving public service effectiveness and partnerships with the private sector in the state of Mato Grosso do Sul. There is no mention of water resources, water supply, sanitation, or related infrastructure.",BRA/23/002 Fortalecimento de Capacidades das Secretarias do Governo do Estado de Mato Grosso do Sul,"O presente Projeto tem como objetivo proporcionar um salto de qualidade e efetividade na realização de parcerias com o setor privado, utilizando instrumentos inovadores para o desenvolvimento de novos projetos e gestão de contratos, com foco na melhoria da qualidade e eficiência na prestação de serviços públicos. A transferência de conhecimento é elemento que perpassa todas as ações do Projeto, assim como a disseminação de boas práticas para os municípios do Estado.",https://open.undp.org/projects/01000334,Brazil,440812.0,293548.0,"Budget by year: 2025: $93,933.00; 2024: $286,851.00; 2023: $60,028.00. SDG 11 (Sustainable cities and communities) budget: 2023: $60,022.00; 2023: $60,040.01; 2024: $286,822.31; 2024: $286,908.37; 2025: $93,923.61; 2025: $93,951.79. ",,,11,Sustainable cities and communities,23,Building resilience,Digital: Output significantly enabled through digital technology; OECD DAC Sector: 250 - Business & Other Services,2023-03-31,2027-03-31
01000349,none,"The project focuses on strengthening the institutional capacities of the Ministry of Economy, Planning, and Development, and improving public service satisfaction and response times. There is no mention of water-related elements.",Fortalecimiento Institucional MEPYD,"Fortalecimiento Institucional del Ministerio de Economía, Planificación y Desarrollo (MEPyD) a partir de la facilitación de acceso a los servicios aumentando la satisfacción ciudadana y reduciendo los tiempos de respuesta en los servicios públicos que ofrece. Asimismo, se propone reforzar las capacidades del MEPyD en la formación de nuevas competencias contribuyendo a potenciar el desarrollo de políticas redistributivas enfrentando las causas estructurales de pobreza y desigualdad con un enfoque integrador, inclusivo, de derecho y de género.",https://open.undp.org/projects/01000349,Dominican Republic,124194.0,102740.0,"Budget by year: 2025: $5,350.00; 2024: $44,333.00; 2023: $74,511.00. SDG 1 (No poverty) budget: 2023: $21,250.54; 2023: $21,295.24; 2024: $12,643.77; 2024: $12,670.37; 2025: $1,525.82; 2025: $1,529.03. SDG 17 (Partnerships for the goals) budget: 2023: $31,942.87; 2024: $19,005.56; 2025: $2,293.55. SDG 16 (Peace, justice, and strong institutions) budget: 2023: $21,295.24; 2024: $12,670.37; 2025: $1,529.03. ",,,"1, 17, 16","No poverty, Partnerships for the goals, Peace, justice, and strong institutions",21,"Structural transformation, including green, inclusive and digital transitions","Digital: Digital technology is principal enabler for the output, Output partially enabled through digital technology, Output significantly enabled through digital technology; Innovation: Foresight, Solution mapping, WEB 3.0; OECD DAC Sector: 150 - Government & Civil Society",2023-03-15,2025-03-31
01000806,none,"The project focuses on climate labeling, carbon program, and national climate contributions (NDCs), without any specific mention of water-related aspects such as water management, sanitation, or water infrastructure.",ECU-Climate Promise,"ECU-Climate Promise tiene como objetivo fortalecer a) Etiquetado Climático, b) Programa Ecuador Carbono Cero (PECC), c) Apoyo a la formulación de la Segunda NDC en el país, fortalecimiento de la primera NDC y su seguimiento e implementación",https://open.undp.org/projects/01000806,Ecuador,1773469.0,1462277.0,"Budget by year: 2025: $258,864.00; 2024: $1,417,229.00; 2023: $97,376.00. SDG 13 (Climate action) budget: 2023: $64,930.32; 2024: $945,008.30; 2025: $172,610.52. SDG 8 (Decent work and economic growth) budget: 2023: $16,232.58; 2024: $236,252.07; 2025: $43,152.63. SDG 12 (Responsible consumption and production) budget: 2023: $16,213.10; 2024: $235,968.63; 2025: $43,100.86. ",,,"13, 8, 12","Climate action, Decent work and economic growth, Responsible consumption and production",21,"Structural transformation, including green, inclusive and digital transitions","Hows: Capacity Development / Technical Assistance, Data Collection and Analysis, Innovative Approaches, Normative Support; Whos: Minorities (e.g. race, ethnicity, linguistic, religion, etc.); Climate: Adaptation Action, Mitigation Action; Digital: No digital technology utilized; OECD DAC Sector: 410 - General Environment Protection",2023-07-01,2026-01-31
01000097,none,"The project focuses on creating an ecosystem of memory in El Salvador through art, culture, and new technologies, and does not mention any water-related aspects or water management.",Sigueme Contando,"Busca continuar asistiendo a El Salvador en la creación de un ecosistema de memoria que promueva su rescate, preservación y divulgación, procurando la participación de grupos y actores tradicionalmente excluidos de esta temática – como la niñez, la juventud, las comunidades rurales y colectivos de artistas –, a través del fomento de procesos de co-creación, el trabajo en red, y el uso de mecanismos innovadores que tengan a su base el uso del arte, la cultura y las nuevas tecnologías y que incluya una perspectiva de género",https://open.undp.org/projects/01000097,El Salvador,7700.0,262626.0,"Budget by year: 2024: $7,700.00; 2023: $0.00. SDG 16 (Peace, justice, and strong institutions) budget: 2023: $0.00; 2024: $7,700.00. ",,,16,"Peace, justice, and strong institutions",22,Leaving no one behind,"Digital: Output partially enabled through digital technology; Human Rights: Significant contribution to realization of human rights; Sustaining Peace: Sustaining Peace is the principal objective; OECD DAC Sector: 152 - Conflict, Peace & Security",2023-02-22,2024-12-31
00140794,none,There is no indication that the project is related to water management or resources.,Climate Box Phase II,Climate Box Phase II,https://open.undp.org/projects/00140794,Regional Center Istanbul,3001000.0,851582.0,"SDG 13 (Climate action) budget: 2023: $26,439.95; 2024: $337,780.21; 2025: $636,313.24. SDG 4 (Quality education) budget: 2023: $52,864.05; 2024: $675,357.79; 2025: $1,272,244.76. ",,,"13, 4","Climate action, Quality education",21,"Structural transformation, including green, inclusive and digital transitions",Digital: Output partially enabled through digital technology; OECD DAC Sector: 110 - Education,2023-04-01,2026-03-31
01000307,none,"This project is focused on drug rehabilitation and legal reforms related to substance abuse control and prevention, with no mention or focus on water-related issues.",Drug rehabilitation policy-UNDP-LKA,Strengthening human rights based advisory support for ongoing legal reform processes related to substance abuse control and prevention strategies,https://open.undp.org/projects/01000307,Sri Lanka,69000.0,24598.0,"Budget by year: 2024: $19,000.00; 2023: $50,000.00. SDG 16 (Peace, justice, and strong institutions) budget: 2023: $50,000.00; 2024: $19,000.00. ",,,16,"Peace, justice, and strong institutions",22,Leaving no one behind,Digital: Output partially enabled through digital technology; OECD DAC Sector: 150 - Government & Civil Society,2023-01-27,2024-06-13
01000394,none,"The project focuses on enhancing livelihoods, providing productive tools, basic COVID-19 prevention equipment, and assistive devices, but makes no mention of water-related issues or infrastructure.",GDF Pakistan Restoration Livelihoods in China,"The main content of the Project is to enhance the livelihoods of the Displaced People and host families living in seven settlement camps of four districts in Balochistan province of Pakistan by providing productive tools, basic COVID-19 prevention equipment and assistive devices.",https://open.undp.org/projects/01000394,China,0.0,21000.0,Budget by year: 2023: $0.00. SDG 1 (No poverty) budget: 2023: $0.00. ,,,1,No poverty,21,"Structural transformation, including green, inclusive and digital transitions","Hows: Capacity Development / Technical Assistance, Direct support / Service Delivery; South-South and Triangular Cooperation: Capacity builder; Partner: Donor government, Sub-national government; Whos: Internally displaced persons, Persons with disabilities (PwD); COVID-19 Response: Social protection – uprooting inequalities; Digital: No digital technology utilized; OECD DAC Sector: 160 - Other Social Infrastructure & Services",2023-03-16,2025-03-30
01000409,none,"The project focuses on peacebuilding, social cohesion, diversity management, and community service program in Ethiopia, without any mention of water-related aspects.","Supporting Peacebuilding, Social Cohesion, and Diversity Management In Ethiopia",Support implementation of carefully selected quick wins to catalyze implementations and follow-up of strategic initiatives by the beneficiaries (MoP and MoF). Strategic level support for the MoP to address the policy and strategic gaps of the Ethiopian National voluntary Community Service programme (ENVCSP.,https://open.undp.org/projects/01000409,Ethiopia,250020.0,144361.0,"Budget by year: 2025: $0.00; 2024: $108,000.00; 2023: $142,020.00. SDG 16 (Peace, justice, and strong institutions) budget: 2023: $142,020.00; 2024: $108,000.00; 2025: $0.00. ",,,16,"Peace, justice, and strong institutions",23,Building resilience,"COVID-19 Response: COVID-19 sensitive work; Climate: Mitigation Action; Digital: No digital technology utilized, Output partially enabled through digital technology; Human Rights: Limited contribution to realization of human rights, Significant contribution to realization of human rights; Sustaining Peace: Contributes to sustaining peace empowerment in a limited way, Sustaining peace is a significant objective; Innovation: Foresight; OECD DAC Sector: 152 - Conflict, Peace & Security",2023-03-16,2025-01-30
01000515,related,"While the project primarily focuses on improving food security and agricultural production infrastructure, it includes aspects related to building climate resilience, which often involves water management components. However, water is not the primary focus.",Small-scale agricultural production community infrastructure rehabilitated-01000515 (YFSRRP-AF),"The FSRRP was designed as a scalable and flexible platform offering a combination of short- and medium-term activities, thus the World Bank approved additional financing of $40.2 million in support of component (1) implemented by UNDP, bringing the total fund to US$64 million. The objective of the Project is to “improve the availability of and access to food and nutritious diets, both in the short and medium term, for targeted households in the Project areas, and to enhance the Republic of Yemen’s capacity to respond to food The insecurity”. The Additional Financing will scale-up several activities of the FSRRP to increase the focus on resilience to food crises. The AF consists of the following parts: (1) Improving agricultural production infrastructure and building climate resilience (UNDP), (2) Increasing domestic food production and market development (FAO / ICRC) (3) Improving the nutritional status of vulnerable households (FAO / WFP) & (4) Capacity building for food security management (FAO / ICRC).The ",https://open.undp.org/projects/01000515,Yemen,10669917.0,2929361.0,"Budget by year: 2025: $7,476,060.00; 2024: $2,923,164.00; 2023: $270,693.00. SDG 2 (Zero hunger) budget: 2023: $270,693.00; 2024: $2,923,164.00; 2025: $7,476,060.00. ",,,2,Zero hunger,22,Leaving no one behind,"Digital: No digital technology utilized; OECD DAC Sector: 310 - Agriculture, Forestry, Fishing",2023-02-03,2026-12-31
01000722,none,"The project focuses on financial and banking recovery, agricultural value chains, and access to energy, with no mention of water management or water-related infrastructure.",Engagement Facility - IICPSD Technical Support to UNDP AFG 2023,"Building on its past and ongoing collaboration with UNDP Istanbul International Centre for Private Sector Development (IICPSD), UNDP Afghanistan Country Office has decided to engage with IISCPD in two areas: i) Financial and Banking Recovery, and ii) Private Sector Resilience: Agricultural Value Chains and Access to Energy for Industrial Parks.The project consists of the following outputs:Output 1: Technical Support to the Financial Sector and Banking Recovery;Output 2: Agricultural Value Chains (AVC) Skills Pool and Knowledge Product Creation;Output 3: Global Value Chain (GVC) Facilitation;Output 4: Enabling Access to Energy for Industrial Parks.The project is implemented by UNDP Afghanistan, using the DIM modality.",https://open.undp.org/projects/01000722,Afghanistan,251000.0,199643.0,"Budget by year: 2024: $69,475.00; 2023: $181,525.00. SDG 7 (Affordable and clean energy) budget: 2023: $36,305.00; 2024: $13,895.00. SDG 8 (Decent work and economic growth) budget: 2023: $72,610.00; 2024: $27,790.00. SDG 9 (Industry, innovation and infrastructure) budget: 2023: $36,305.00; 2024: $13,895.00. SDG 2 (Zero hunger) budget: 2023: $36,305.00; 2024: $13,895.00. ",,,"7, 8, 9, 2","Affordable and clean energy, Decent work and economic growth, Industry, innovation and infrastructure, Zero hunger",21,"Structural transformation, including green, inclusive and digital transitions",Hows: Convening / Partnerships / Knowledge Sharing; Humanitarian: Humanitarian Plus; Whos: People living in urban areas; COVID-19 Response: Digital disruption and innovation; Digital: No digital technology utilized; Human Rights: Not expected to contribute to realization of human rights; Innovation: Other; OECD DAC Sector: 250 - Business & Other Services,2023-04-15,2024-06-30
01001441,none,This project is focused on strengthening the leadership and participation of women in political processes and combating gender-based violence. It does not mention any water-related themes or objectives.,"Participemos, decidamos y lideremos","La evidencia en la región muestra que los principales avances en materia de derechos políticos en los países latinoamericanos han sido logrados gracias a la incidencia y articulación de mujeres políticas, junto con el movimiento y organizaciones feministas y de mujeres. Por lo que este proyecto es una primera etapa para fortalecer el liderazgo de mujeres y fomentar la base de la construcción de redes y alianzas entre ellas, como estrategia para su participación política y el avance de la agenda de igualdad en el país. Al mismo tiempo, busca atajar aquellos factores culturales que se sustentan en estereotipos basados en género, y que afectan la percepción colectiva acerca de quienes pueden liderar y validan distintas formas de discriminación y violencia en contra de las mujeres que participan de la vida pública; y fortalecer mecanismos institucionales de respuesta a la violencia política basada en género. El proyecto se enfoca en fortalecer las capacidades de liderazgo y de gestión inclusiva de mujeres electas",https://open.undp.org/projects/01001441,Guatemala,134300.0,124002.0,"Budget by year: 2024: $124,000.00; 2023: $10,300.00. SDG 5 (Gender equality) budget: 2023: $5,150.00; 2024: $62,000.00. SDG 16 (Peace, justice, and strong institutions) budget: 2023: $5,150.00; 2024: $62,000.00. ",,,"5, 16","Gender equality, Peace, justice, and strong institutions",23,Building resilience,Hows: Capacity Development / Technical Assistance; Whos: Women; Digital: No digital technology utilized; Human Rights: Significant contribution to realization of human rights; Sustaining Peace: Not expected to contribute towards sustaining peace; OECD DAC Sector: 150 - Government & Civil Society,2023-10-15,2024-09-29
01001436,none,"The project focuses on enhancing peace and social cohesion, with an emphasis on legal and policy frameworks, sustainable development goals, and land conflict resolution. There is no mention of water-related issues or infrastructure.",Enhancing Peace & Social Cohesion,"The proposed initiative is aligned with National and International legal and policy frameworks and specifically, with the Convention on the Elimination of all Forms of Discrimination Against Women (CEDAW), and the Covenant on Economic, Social and Cultural Rights (CESCR) which were ratified by Liberia in 1984 and 2004 respectively. The proposed initiative will also contribute to achieving the Sustainable Development Goals (SDGs), specifically 5, 10 and 16. It also aligns with the PBF Strategic Framework outcome 3: Communities have greater and more inclusive, equitable and predictable access to and use of land and land conflict resolution, especially in concession zones and in response to climate change effects.",https://open.undp.org/projects/01001436,Liberia,900000.0,598455.0,"Budget by year: 2025: $300,000.00; 2024: $503,020.00; 2023: $96,980.00. SDG 5 (Gender equality) budget: 2023: $48,490.00; 2024: $251,510.00; 2025: $150,000.00. SDG 16 (Peace, justice, and strong institutions) budget: 2023: $48,490.00; 2024: $251,510.00; 2025: $150,000.00. ",,,"5, 16","Gender equality, Peace, justice, and strong institutions",23,Building resilience,"Hows: Capacity Development / Technical Assistance, Direct support / Service Delivery, Support Functions; Partner: UN Secretariat (Peacebuilding Support Office), UN Women, WFP; Whos: People living in rural areas, Women; COVID-19 Response: Governance; Digital: Output partially enabled through digital technology; Human Rights: Principal contribution is to the realization of human rights, Significant contribution to realization of human rights; Sustaining Peace: Sustaining Peace is the principal objective, Sustaining peace is a significant objective; Innovation: Other; OECD DAC Sector: 152 - Conflict, Peace & Security, 998 - Unallocated / Unspecified",2023-08-24,2026-12-31
01001123,none,"The project focuses on reducing pollution from harmful chemicals and wastes, with outputs related to PCBs, mercury, and strategic action programs. There is no mention of water management or water-related ecosystems.",Supporting national activities under the Med-Programme,"This initiation plan aims to support the coordination and the execution of the national activities related to Child Project 1.1. “Reducing Pollution from harmful Chemicals and Wastes in Mediterranean Hotspots and Measuring Progress to Impacts” under the GEF-funded Med-Programme.With reference to the GEF Operational Focal Point endorsement letter, the UN-to-UN agreement signed between UNEP and UNDP on 23 August 2023 and the Ministry of Environment request letter, UNDP will support the ministry of environment for the provision of the following four outputs: (1)	Output 1. Inventory of potential PCB-containing equipment, including desk review, use of PCB-screening equipment, and laboratory analysis (2)	Output 2: Socio-economic assessment for mercury (in support of the ratification of the Minamata Convention)(3)	Output 3: National reports for Strategic Action Programmes (SAPs) (4)	Output 4 Mercury assessment and Environmental Management Plan (EMP) for a priority site in Tunisia. Furthermore, the initiation plan a",https://open.undp.org/projects/01001123,Tunisia,502760.0,117730.0,"Budget by year: 2025: $0.00; 2024: $472,393.00; 2023: $30,367.00. SDG 13 (Climate action) budget: 2023: $30,367.00; 2024: $472,393.00; 2025: $0.00. ",,,13,Climate action,21,"Structural transformation, including green, inclusive and digital transitions",Digital: No digital technology utilized; OECD DAC Sector: 410 - General Environment Protection,2023-09-01,2024-12-31
01001225,none,"The project focuses on reducing community violence and strengthening institutional capacities in areas exposed to violence. There is no mention of any water-related elements such as water resource management, water supply, or sanitation facilities.",Réduction de la violence communautaire dans les quartiers à risque-CVR2,"Ce projet vise à renforcer les capacités et les actions prioritaires des institutions régaliennes dans les communautés exposées à la violence afin de réduire la mainmise des gangs armés sur les communautés, plus précisément, dites “zones tampons” et l’instrumentalisation des jeunes hommes et filles à cause de leur vulnérabilité et, partant, contribuer à y établir une relation de confiance entre les gouvernants et les gouvernés.",https://open.undp.org/projects/01001225,Haiti,1647730.0,404314.0,"Budget by year: 2025: $490,060.00; 2024: $1,057,670.00; 2023: $100,000.00. SDG 5 (Gender equality) budget: 2023: $50,000.00; 2024: $528,835.00; 2025: $245,030.00. SDG 16 (Peace, justice, and strong institutions) budget: 2023: $50,000.00; 2024: $528,835.00; 2025: $245,030.00. ",,,"5, 16","Gender equality, Peace, justice, and strong institutions",23,Building resilience,"COVID-19 Response: Governance; Digital: No digital technology utilized; OECD DAC Sector: 152 - Conflict, Peace & Security",2023-04-17,2026-02-08
01000416,related,"The project involves the installation of Pico hydro projects to achieve renewable energy goals. While it involves hydro energy which is a water-related element, the primary focus is on renewable energy and electrification.",VAN: Promoting Green Transformation in the Pacific Region towards Net-zero and Climate-resilient Development,"The overall objective of this project is to contribute to the goal of the Government of Vanuatu to achieve the National Energy Road Map (NERM), i.e., 100% electrification with Renewable Energy by 2030 by the installation of 8 Pico hydro projects. The rural population in Vanuatu needs more access to renewable energy. Vanuatu has approximately 8 years to realize the targets set in its National Energy Road Map (NERM), i.e., 100% electrification with Renewable Energy by 2030. According to the latest Utilities Regulatory Authority (URA) monthly energy update, 80% of the concession areas energy source is non-renewable or diesel. According to the Post PAM Mini-Census Report, only 30% of the population have access to a reliable energy source, and 70%, including those in remote rural areas, need more access to secure and reliable energy services. Vanuatu’s 2017 census indicates that 71% of the nation’s roughly 280,000 people lack access to grid electricity. As per the census, over half of those off-grid households ha",https://open.undp.org/projects/01000416,Fiji,4622265.0,912059.0,"Budget by year: 2025: $1,531,884.00; 2024: $2,953,742.00; 2023: $136,639.00. SDG 7 (Affordable and clean energy) budget: 2023: $136,639.00; 2024: $2,953,742.00; 2025: $1,531,884.00. ",,,7,Affordable and clean energy,21,"Structural transformation, including green, inclusive and digital transitions","Hows: Capacity Development / Technical Assistance; Joint Programme: Joint Activity; Whos: People living in rural areas, Persons with disabilities (PwD), Women, Youth; Digital: Output partially enabled through digital technology; Human Rights: Significant contribution to realization of human rights; Sustaining Peace: Contributes to sustaining peace empowerment in a limited way; OECD DAC Sector: 230 - Energy",2023-02-21,2025-12-31
00144683,none,"There is no mention of water-related elements such as rivers, lakes, sanitation, flood management, or any aspect related to water in the project description.",Common Premises,Common Premises,https://open.undp.org/projects/00144683,Côte d’Ivoire,244659.0,53.0,"Budget by year: 2023: $244,659.00. SDG 17 (Partnerships for the goals) budget: 2023: $244,659.00. ",,,17,Partnerships for the goals,,,Digital: Output significantly enabled through digital technology; OECD DAC Sector: 530 - Other Commodity Assistance,2023-01-01,2050-12-31
01000479,none,"This project is focused on promoting peace and security and addressing challenges related to violent extremism, with no mention of water-related elements.",Promoting Peace and Security for Sustainable Development in Tanzania,To support the Government of the United Republic of Tanzania to address challenges related to increasing threats of violent extremism and build resilience among communities on prevention measures to VE.,https://open.undp.org/projects/01000479,United Republic of Tanzania,1604602.0,1486915.0,"Budget by year: 2025: $0.00; 2024: $0.00; 2023: $1,604,602.00. SDG 16 (Peace, justice, and strong institutions) budget: 2023: $1,604,602.00; 2024: $0.00; 2025: $0.00. ",,,16,"Peace, justice, and strong institutions",21,"Structural transformation, including green, inclusive and digital transitions","Digital: No digital technology utilized, Output significantly enabled through digital technology; OECD DAC Sector: 152 - Conflict, Peace & Security",2023-01-01,2024-06-30
00143767,none,"This project is about hosting the World Robotics Olympiad, which is not related to water management or ecosystems.",Olimpiadas de Robtica,"Producto de una activa participación y abogacía por parte de las autoridades nacionales y el despacho de la primera dama (Embajadora STEM), Panamá ha ganado la sede de las Olimpiadas Mundiales de Robótica 2023, a realizarse en noviembre próximo.",https://open.undp.org/projects/00143767,Panama,832828.0,826719.0,"Budget by year: 2024: $42,295.00; 2023: $790,533.00. SDG 8 (Decent work and economic growth) budget: 2023: $263,484.65; 2024: $14,096.92. SDG 4 (Quality education) budget: 2023: $263,484.65; 2024: $14,096.92. SDG 10 (Reduced inequalities) budget: 2023: $263,563.70; 2024: $14,101.15. ",,,"8, 4, 10","Decent work and economic growth, Quality education, Reduced inequalities",17,Eradicate poverty in all its forms and dimensions,"Hows: Capacity Development / Technical Assistance, Convening / Partnerships / Knowledge Sharing, Data Collection and Analysis, Institutional Mechanism and System Building, Support Functions; Partner: Donor government, National government, Private sector, Research Institutions / Universities; Whos: Minorities (e.g. race, ethnicity, linguistic, religion, etc.), People living in peri-urban areas, People living in rural areas, People living in slums, People living in urban areas, Youth; Digital: Output significantly enabled through digital technology; OECD DAC Sector: 110 - Education",2023-01-01,2024-10-30
00123676,none,"The project title and description do not mention any water-related aspects such as rivers, lakes, water supply, or flood management. It appears to be focused on climate change communication rather than water management.",Fourth National Communication to the UNFCCC,Fourth National Communication to the UNFCCC,https://open.undp.org/projects/00123676,Indonesia,2187889.0,1190914.0,"Budget by year: 2025: $943,133.00; 2024: $1,194,369.00; 2023: $50,387.00. ",,,,,,,"Digital: Output partially enabled through digital technology, Output significantly enabled through digital technology; OECD DAC Sector: 410 - General Environment Protection",2023-09-01,2026-08-31
00042464,none,"The project description does not mention any relation to water resources, supply, sanitation, or management. It focuses on general programmatic and operational costs.",Management Plan,"Management plan. Ensure that all anticipated programmatic and operational costs, including development effectiveness and implementation support arrangements are identified, fully costed in the budget.",https://open.undp.org/projects/00042464,Guinea,579526.0,568990.0,"Budget by year: 2025: $0.00; 2024: $579,526.00; 2023: $0.00. ",,,,,21,"Structural transformation, including green, inclusive and digital transitions",Digital: No digital technology utilized; OECD DAC Sector: 998 - Unallocated / Unspecified,2023-01-01,2026-12-31
01001063,none,"The project focuses on youth empowerment through entrepreneurship, innovation, and skills development, with no mention of water-related elements or activities.",Engagement Facility - IGI-  Youth Innovation and Entrepreneurship Catalyst,"The objective of the Youth Empowerment Project is to empower Egyptian youth by promoting entrepreneurship, innovation, and skilling, upskilling, and reskilling. It aims for a strengthened enabling environment for entrepreneurship. The project aims to provide young people with access to information, resources, and services that will enable them to build successful careers and pursue their desired career paths. The Youth Empowerment Project also aims to support the development of a more efficient and resilient innovation and entrepreneurship ecosystem in Egypt.",https://open.undp.org/projects/01001063,Egypt,114653.0,96823.0,"Budget by year: 2024: $41,093.00; 2023: $73,560.00. ",,,,,22,Leaving no one behind,Digital: Output partially enabled through digital technology; OECD DAC Sector: 250 - Business & Other Services,2023-07-23,2024-12-31
01000788,none,"The project focuses on developing a climate security programme through gap analysis and strategic planning for the Solomon Islands, with no mention of water-specific issues or infrastructure.",Enhancing Climate Security in Solomon Islands Project (Engagement Facility - TRAC 2),"The aim of this project to develop a climate security programme for the UNDP Solomon Islands through conducting a gap analysis of the climate risks and security needs of the country and finding out potential entry points for climate security in Solomon Islands. In this way, the project will tackle climate security at a strategic manner and then further resource mobilize to develop a programme of its own.",https://open.undp.org/projects/01000788,Fiji,133000.0,67709.0,"Budget by year: 2024: $0.00; 2023: $133,000.00. SDG 13 (Climate action) budget: 2023: $133,000.00; 2024: $0.00. ",,,13,Climate action,21,"Structural transformation, including green, inclusive and digital transitions",Digital: Output partially enabled through digital technology; OECD DAC Sector: 150 - Government & Civil Society,2023-01-01,2023-12-31
01000396,related,"The project focuses on promoting green transformation and climate-resilient development, which may involve aspects related to water management, but it is not specifically focused on water.",PNG: Promoting Green Transformation in the Pacific Region towards Net-zero and Climate-resilient Development,PNG: Promoting Green Transformation in the Pacific Region towards Net-zero and Climate-resilient Development,https://open.undp.org/projects/01000396,Papua New Guinea,3726011.0,1316272.0,"Budget by year: 2025: $44,342.00; 2024: $3,156,791.00; 2023: $524,878.00. SDG 16 (Peace, justice, and strong institutions) budget: 2023: $524,878.00; 2024: $3,156,791.00; 2025: $44,342.00. ",,,16,"Peace, justice, and strong institutions",23,Building resilience,"Digital: Output significantly enabled through digital technology; OECD DAC Sector: 150 - Government & Civil Society, 160 - Other Social Infrastructure & Services",2023-02-21,2025-12-31
01000154,none,"The project focuses on climate governance, increasing capacities, training on environmental law, and raising awareness on climate justice, but there is no mention of water-related aspects.",Awareness Raising and Capacity Building on Climate Justice,"This Project is proposed to be implemented by the United Nations Development Programme (UNDP) in partnership with the relevant public institutions and academia. This project initiation plan (PIP) aims to benefit Türkiye in the field of climate governance through increasing capacities of actors, designing informative trainings on environmental law, and raising awareness among practitioners and youth on issues related to climate justice.",https://open.undp.org/projects/01000154,Turkiye,103000.0,104090.0,"Budget by year: 2023: $103,000.00. SDG 13 (Climate action) budget: 2023: $34,329.90. SDG 16 (Peace, justice, and strong institutions) budget: 2023: $34,329.90. SDG 10 (Reduced inequalities) budget: 2023: $34,340.20. ",,,"13, 16, 10","Climate action, Peace, justice, and strong institutions, Reduced inequalities",,,Digital: No digital technology utilized; OECD DAC Sector: 410 - General Environment Protection,2023-01-01,2023-12-31
